Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateMonth,StartDateDayModifier,StartDateDay,EndDateYearModifier,EndDateYear,EndDateMonth,EndDateDayModifier,EndDateDay,Longitude,Latitude
213020,Nemrut Dagi,13850,Confirmed Eruption,,,,,Sidereal: Varve Count,?,-4615,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13851,Confirmed Eruption,,,,,Sidereal: Varve Count,?,-4321,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13874,Confirmed Eruption,,,,,Sidereal: Varve Count,?,-7579,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13526,Confirmed Eruption,,,,,Observations: Reported,<,1597,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13527,Confirmed Eruption,,,East flank (Lake Van),,Observations: Reported,,1650,10,,27,,,,,,42.229,38.654
213020,Nemrut Dagi,13530,Uncertain Eruption,,,,,,,1692,4,,13,,,,,,42.229,38.654
213020,Nemrut Dagi,13537,Confirmed Eruption,,,,,Sidereal: Varve Count,,-657,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13538,Confirmed Eruption,,,,,Sidereal: Varve Count,?,-531,0,,0,,,,,,42.229,38.654
213020,Nemrut Dagi,13794,Confirmed Eruption,,,,,Sidereal: Varve Count,?,-5320,0,,0,,,,,,42.229,38.654
213030,Tenduruk Dagi,13531,Confirmed Eruption,,,Lower SE flank,,Isotopic: 14C (uncalibrated),?,-550,0,,0,,,,,,43.874,39.356
213030,Tenduruk Dagi,13532,Confirmed Eruption,,,,,Observations: Reported,,1855,0,,0,,,,,,43.874,39.356
213040,Ararat,13533,Confirmed Eruption,,,NW flank,,Correlation: Anthropology,,-2450,0,,0,,,,,,44.3,39.7
213040,Ararat,13534,Confirmed Eruption,,,Summit (?) and north flank,,Correlation: Anthropology,,-550,0,,0,,,,,,44.3,39.7
213040,Ararat,13535,Uncertain Eruption,,,,,,,1450,0,,0,,,,,,44.3,39.7
213040,Ararat,13536,Uncertain Eruption,,,,,,,1783,0,,0,,,,,,44.3,39.7
213040,Ararat,13539,Confirmed Eruption,3,?,Upper northern flank,,Observations: Reported,,1840,7,,2,,,,,,44.3,39.7
233005,Mayotte,22337,Confirmed Eruption,0,,About 50 km E of the eastern tip of Mayotte Island,,Observations: Seismicity,,2018,7,,3,?,2019,8,,20,45.17,-12.83
233005,Mayotte,14169,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-4050,0,,0,,,,,,45.17,-12.83
233005,Mayotte,14170,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-3550,0,,0,,,,,,45.17,-12.83
233005,Mayotte,14171,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-2050,0,,0,,,,,,45.17,-12.83
233014,Itasy Volcanic Field,14172,Confirmed Eruption,,,,,Isotopic: 14C (calibrated),,-8301,,,,,,,,,46.7,-19.033
233014,Itasy Volcanic Field,14173,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),<,-6050,0,,0,,,,,,46.7,-19.033
233010,Karthala,14174,Confirmed Eruption,,,,,Observations: Reported,,1050,0,,0,,,,,,43.38,-11.75
233010,Karthala,14175,Confirmed Eruption,,,,,Observations: Reported,,1808,0,,0,,,,,,43.38,-11.75
233010,Karthala,14176,Confirmed Eruption,,,,,Observations: Reported,,1814,12,,31,,,,,,43.38,-11.75
233010,Karthala,14177,Confirmed Eruption,,,,,Observations: Reported,,1821,12,,31,,,,,,43.38,-11.75
233010,Karthala,14178,Confirmed Eruption,2,?,,,Observations: Reported,,1828,5,,0,,,,,,43.38,-11.75
233010,Karthala,14179,Confirmed Eruption,2,?,,,Observations: Reported,,1830,0,,0,,,,,,43.38,-11.75
233010,Karthala,14204,Confirmed Eruption,2,,Choungou-Chahal̩ (Choungou-Chamadji),,Observations: Reported,,1991,7,,11,,1991,7,,11,43.38,-11.75
233010,Karthala,14205,Confirmed Eruption,2,?,Chahal̩ crater,,Observations: Reported,,2005,4,,16,,2005,4,,18,43.38,-11.75
233010,Karthala,14206,Confirmed Eruption,3,,Chahal̩ crater,,Observations: Reported,,2005,11,,24,,2005,12,,8,43.38,-11.75
233010,Karthala,14207,Confirmed Eruption,0,,Chahal̩ crater,,Observations: Reported,,2006,5,,28,,2006,6,?,3,43.38,-11.75
233010,Karthala,14208,Confirmed Eruption,2,,Chahal̩ crater,,Observations: Reported,,2007,1,,12,,2007,1,?,15,43.38,-11.75
233010,Karthala,14198,Confirmed Eruption,2,,Cheminee Nord (Changomeni),,Observations: Reported,,1948,4,,22,,1948,6,,16,43.38,-11.75
233010,Karthala,14199,Confirmed Eruption,2,,Chahal̩ crater,,Observations: Reported,,1952,2,?,10,,1952,2,,12,43.38,-11.75
233010,Karthala,14200,Confirmed Eruption,2,?,Chahal̩ crater,,Observations: Reported,,1956,6,?,1,,,,,,43.38,-11.75
233010,Karthala,14201,Confirmed Eruption,2,?,Between Changomeni & Chahal̩ Craters,,Observations: Reported,,1965,7,,12,,1965,7,,12,43.38,-11.75
233010,Karthala,14202,Confirmed Eruption,1,,North end of summit crater,,Observations: Reported,,1972,9,,8,,1972,10,,5,43.38,-11.75
233010,Karthala,14203,Confirmed Eruption,1,,SW flank,,Observations: Reported,,1977,4,,5,,1977,4,,10,43.38,-11.75
233010,Karthala,14192,Confirmed Eruption,2,,SE flank (Badjini Massif),,Observations: Reported,,1880,0,,0,,,,,,43.38,-11.75
233010,Karthala,14193,Confirmed Eruption,2,,SE flank,,Observations: Reported,,1883,3,,0,,1884,0,,0,43.38,-11.75
233010,Karthala,14194,Confirmed Eruption,2,,North flank (1300 m),,Observations: Reported,,1904,2,,25,,1904,4,,0,43.38,-11.75
233010,Karthala,14195,Confirmed Eruption,1,,North flank (1300 m),,Observations: Reported,,1910,3,,0,,1910,3,,0,43.38,-11.75
233010,Karthala,14196,Confirmed Eruption,3,,"NE flank, Changomeni, NE Chahal̩",,Observations: Reported,,1918,8,,11,,1918,8,,26,43.38,-11.75
233010,Karthala,14197,Confirmed Eruption,1,?,,,Observations: Reported,,1928,0,,0,,,,,,43.38,-11.75
233010,Karthala,14186,Confirmed Eruption,2,,NW flank (Diboini Plateau fissures),,Observations: Reported,,1859,0,,0,,,,,,43.38,-11.75
233010,Karthala,14187,Confirmed Eruption,0,,"SE flank (Badjini Massif, 1200 m)",,Observations: Reported,,1860,12,,29,,,,,,43.38,-11.75
233010,Karthala,14188,Uncertain Eruption,2,,,,,,1862,0,,0,,,,,,43.38,-11.75
233010,Karthala,14189,Confirmed Eruption,2,?,,,Observations: Reported,,1865,0,,0,,,,,,43.38,-11.75
233010,Karthala,14190,Confirmed Eruption,2,,NW flank (Diboini Plateau),,Observations: Reported,,1872,0,,0,,,,,,43.38,-11.75
233010,Karthala,14191,Confirmed Eruption,0,,SE flank (Badjini Massif),,Observations: Reported,,1876,0,,0,,,,,,43.38,-11.75
233010,Karthala,14180,Confirmed Eruption,,,Summit caldera ?,,Observations: Reported,,1833,0,,0,,,,,,43.38,-11.75
233010,Karthala,14181,Confirmed Eruption,0,,SE flank,,Observations: Reported,,1848,0,,0,,,,,,43.38,-11.75
233010,Karthala,14182,Confirmed Eruption,0,,West-SW flank (400 m),,Observations: Reported,?,1850,0,,0,,,,,,43.38,-11.75
233010,Karthala,14183,Confirmed Eruption,2,,SE flank,,Observations: Reported,,1855,7,,1,,,,,,43.38,-11.75
233010,Karthala,14184,Confirmed Eruption,2,,SE flank (Badjini Massif) & summit,,Observations: Reported,,1857,0,,0,,,,,,43.38,-11.75
233010,Karthala,14185,Confirmed Eruption,2,,Upper NE flank (2200 m),,Observations: Reported,,1858,0,,0,,,,,,43.38,-11.75
233020,"Fournaise, Piton de la",22261,Confirmed Eruption,0,,"N side of Enclos Fouque, just below the rampart at the Nez Coup̩ de Sainte Rose ",,Observations: Seismicity,,2018,4,,3,,2018,11,,1,55.708,-21.244
233020,"Fournaise, Piton de la",22307,Confirmed Eruption,0,,"base of E flank of Dolomieu cone, at the foot of Piton Mador̩",,Observations: Seismicity,,2019,2,,18,,2019,3,,10,55.708,-21.244
233020,"Fournaise, Piton de la",22318,Confirmed Eruption,0,,SSE flank of Dolomieu cone,,Observations: Seismicity,,2019,6,,11,,2019,10,,27,55.708,-21.244
233020,"Fournaise, Piton de la",22343,Confirmed Eruption,0,,"E flank of Dolomieu cone between the rim and 2,000 m elevation",,Observations: Seismicity,,2020,2,,10,,2020,4,,6,55.708,-21.244
233020,"Fournaise, Piton de la",22371,Confirmed Eruption,0,,"WSW flank of Dolomieu cone at elevations between 2,300 and 2,190 m",,Observations: Seismicity,,2020,12,,7,,2020,12,,8,55.708,-21.244
233020,"Fournaise, Piton de la",22395,Confirmed Eruption,0,,"Enclos Fouque caldera, 700 m S of Ch̢teau Fort",,Observations: Seismicity,,2021,4,,9,,2021,5,,24,55.708,-21.244
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,0,,"S flank of Dolomieu cone, W of Bory crater",,Observations: Reported,,2015,2,,4,,2015,2,,15,55.708,-21.244
233020,"Fournaise, Piton de la",22144,Confirmed Eruption,0,,1-1.5 km SE of Castle crater,,Observations: Seismicity,,2016,5,,26,,2016,5,,27,55.708,-21.244
233020,"Fournaise, Piton de la",22145,Confirmed Eruption,0,,"N part of l'Enclos Fouqu̩ caldera, between Puy Mi-c̫te and July 2015 eruption site",,Observations: Seismicity,,2016,9,,11,,2016,9,,18,55.708,-21.244
233020,"Fournaise, Piton de la",22184,Confirmed Eruption,0,,1 km SE of Ch̢teau Fort and about 2.5 km ENE of Piton de Bert,,Observations: Seismicity,,2017,1,,31,,2017,2,,27,55.708,-21.244
233020,"Fournaise, Piton de la",22224,Confirmed Eruption,0,,"750 m E of the Kala-P̩l̩ peak, 850 m W of Ch̢teau Fort, and 2.2 km NE of Piton de Bert",,Observations: Seismicity,,2017,7,,14,,2017,8,,28,55.708,-21.244
233020,"Fournaise, Piton de la",14388,Confirmed Eruption,0,,W part of Dolomieu crater,,Observations: Reported,,2005,10,,4,,2006,1,,18,55.708,-21.244
233020,"Fournaise, Piton de la",14389,Confirmed Eruption,1,,"SW and S flanks, Dolomieu cone",,Observations: Reported,,2006,7,,20,,2007,5,,1,55.708,-21.244
233020,"Fournaise, Piton de la",14390,Confirmed Eruption,1,,W wall of Dolomieu crater,,Observations: Reported,,2008,9,,12,,2009,2,,4,55.708,-21.244
233020,"Fournaise, Piton de la",14391,Confirmed Eruption,1,?,"S part of Dolomieu crater, SE and E flanks of Dolomieu cone",,Observations: Reported,,2009,11,,5,,2010,1,,12,55.708,-21.244
233020,"Fournaise, Piton de la",14392,Confirmed Eruption,0,,"Fissure near Ch̢teau Fort crater, 1.5 km SE of Dolomieu crater rim",,Observations: Reported,,2010,10,,14,,2010,12,,10,55.708,-21.244
233020,"Fournaise, Piton de la",20919,Confirmed Eruption,0,,ESE flank of Dolomieu crater,,Observations: Photo / Video,,2014,6,,21,,2014,6,,21,55.708,-21.244
233020,"Fournaise, Piton de la",14380,Confirmed Eruption,0,,ESE flank of Dolomieu cone,,Observations: Reported,,2001,3,,27,,2001,7,,7,55.708,-21.244
233020,"Fournaise, Piton de la",14382,Confirmed Eruption,0,,NE part of l'Enclos Fouqu̩ caldera,,Observations: Reported,,2002,1,,5,,2002,1,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14383,Confirmed Eruption,2,,E flank of Dolomieu cone (1850-1540 m),,Observations: Reported,,2002,11,,16,,2002,12,,23,55.708,-21.244
233020,"Fournaise, Piton de la",14384,Confirmed Eruption,0,,SW Dolomieu crater,,Observations: Reported,,2003,5,,30,,2004,1,,10,55.708,-21.244
233020,"Fournaise, Piton de la",14385,Confirmed Eruption,1,,"SSW of Bory crater, S flank of Dolomieu, S border of Enclos Fouque",,Observations: Reported,,2004,5,,2,,2004,10,,14,55.708,-21.244
233020,"Fournaise, Piton de la",14386,Confirmed Eruption,0,,"N side of Enclos Fouque, near Nez Coup̩ de Sainte Rose and Trou de Sable",,Observations: Reported,,2005,2,,17,,2005,2,,26,55.708,-21.244
233020,"Fournaise, Piton de la",14374,Confirmed Eruption,0,,S edge of Dolomieu crater and upper E flank,,Observations: Seismicity,,1991,7,,19,,1991,7,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14375,Confirmed Eruption,1,,S rim of Dolomieu crater and upper SE flank,,Observations: Reported,,1992,8,,27,,1992,9,,23,55.708,-21.244
233020,"Fournaise, Piton de la",14376,Confirmed Eruption,1,,N flank of Dolomieu crater,,Observations: Reported,,1998,3,,9,,1998,9,,21,55.708,-21.244
233020,"Fournaise, Piton de la",14377,Confirmed Eruption,0,,"inside Dolomieu crater, N and E flanks",,Observations: Seismicity,,1999,7,,19,,1999,10,,23,55.708,-21.244
233020,"Fournaise, Piton de la",14378,Confirmed Eruption,0,,North flank of Dolomieu cone (2490-2250 m),,Observations: Reported,,2000,2,,14,,2000,3,,4,55.708,-21.244
233020,"Fournaise, Piton de la",14379,Confirmed Eruption,1,,"SE flank between ""Signal de l' Enclose"" and ""Ch̢teau Fort"" craters",,Observations: Reported,,2000,6,,23,,2000,11,,13,55.708,-21.244
233020,"Fournaise, Piton de la",14368,Confirmed Eruption,1,,"ENE flank (2050-2200 m, 1850-1920 m)",,Observations: Reported,,1977,10,,24,,1977,11,,17,55.708,-21.244
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,1,,"SE, SW and N flanks, Dolomieu & Bory",,Observations: Reported,,1979,5,,28,,1979,7,,14,55.708,-21.244
233020,"Fournaise, Piton de la",14370,Confirmed Eruption,2,,"Bory, SW, N & NE of Dolomieu",,Observations: Reported,,1981,2,,3,,1981,5,,5,55.708,-21.244
233020,"Fournaise, Piton de la",14371,Confirmed Eruption,2,,SSW flank of Dolomieu (2110-2300 m),,Observations: Reported,,1983,12,,4,,1984,2,,18,55.708,-21.244
233020,"Fournaise, Piton de la",14372,Confirmed Eruption,1,,SW flank of Dolomieu,,Observations: Reported,,1985,6,,14,,1986,4,,5,55.708,-21.244
233020,"Fournaise, Piton de la",14373,Confirmed Eruption,0,,SE Dolomieu crater and upper SE flank,,Observations: Reported,,1990,1,,18,,1990,5,,8,55.708,-21.244
233020,"Fournaise, Piton de la",14362,Confirmed Eruption,2,?,"SE flank (Cratere Maillard, 2400 m)",,Observations: Reported,,1966,3,,15,,1966,5,,15,55.708,-21.244
233020,"Fournaise, Piton de la",14363,Confirmed Eruption,2,,"South, ENE, north and SE of Dolomieu",,Observations: Reported,,1972,6,?,9,,1973,1,?,16,55.708,-21.244
233020,"Fournaise, Piton de la",14364,Confirmed Eruption,2,,Dolomieu (SSW wall),,Observations: Reported,,1973,5,,10,,1973,9,?,5,55.708,-21.244
233020,"Fournaise, Piton de la",14365,Confirmed Eruption,1,,Dolomieu and SE flank (1320-2350 m),,Observations: Reported,,1975,11,,4,,1976,4,,6,55.708,-21.244
233020,"Fournaise, Piton de la",14366,Confirmed Eruption,1,,North of Dolomieu (2250-2330 m),,Observations: Reported,,1976,11,,2,,1976,11,?,4,55.708,-21.244
233020,"Fournaise, Piton de la",14367,Confirmed Eruption,0,,"NE and SE of Dolomieu, NE rift zone",,Observations: Reported,,1977,3,,24,,1977,4,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14356,Confirmed Eruption,2,,Bory,,Observations: Reported,,1959,3,,11,,1959,8,,6,55.708,-21.244
233020,"Fournaise, Piton de la",14357,Confirmed Eruption,2,,"Bory, south flank (2030 m)",,Observations: Reported,,1960,1,,11,,1960,3,,10,55.708,-21.244
233020,"Fournaise, Piton de la",14358,Confirmed Eruption,0,,NE flank (east of Crat̬re Picard),,Observations: Reported,,1961,4,,5,,1961,4,,25,55.708,-21.244
233020,"Fournaise, Piton de la",14359,Confirmed Eruption,2,,"Dolomieu; upper E flank (2,410 m)",,Observations: Reported,,1963,11,,7,,1963,11,,21,55.708,-21.244
233020,"Fournaise, Piton de la",14360,Confirmed Eruption,2,,"Dolomieu, upper east and NE flanks",,Observations: Reported,,1964,4,,30,,1964,5,,8,55.708,-21.244
233020,"Fournaise, Piton de la",14361,Confirmed Eruption,2,?,East flank (1930 m),,Observations: Reported,,1964,12,,21,,1965,2,,15,55.708,-21.244
233020,"Fournaise, Piton de la",14350,Confirmed Eruption,2,,NE flank near north rim (1500 m),,Observations: Reported,,1952,5,,19,,1952,7,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14351,Confirmed Eruption,2,,"South, NW & N flanks, Dolomieu, Bory",,Observations: Reported,,1953,3,,13,,1953,7,,8,55.708,-21.244
233020,"Fournaise, Piton de la",14352,Confirmed Eruption,,,,,Observations: Reported,,1954,1,,16,,1954,12,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14353,Confirmed Eruption,2,,"Dolomieu, Bory, S, SE & ESE flanks",,Observations: Reported,,1955,7,,6,,1957,3,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14354,Confirmed Eruption,2,,"Bory, N of Bory, NE of Dolomieu",,Observations: Reported,,1957,9,,2,,1957,11,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14355,Confirmed Eruption,2,,Dolomieu,,Observations: Reported,,1958,5,,30,,1958,9,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14344,Confirmed Eruption,2,,South flank (le Chateau Fort),,Observations: Reported,,1948,2,,14,,1948,3,,8,55.708,-21.244
233020,"Fournaise, Piton de la",14345,Uncertain Eruption,2,,,,,,1949,10,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14346,Confirmed Eruption,2,,South flank (2080 m),,Observations: Reported,,1950,2,,25,,1950,4,,2,55.708,-21.244
233020,"Fournaise, Piton de la",14347,Confirmed Eruption,2,,SE of Bory,,Observations: Reported,,1950,8,,30,,1950,9,,5,55.708,-21.244
233020,"Fournaise, Piton de la",14348,Uncertain Eruption,0,,North part of Grand Brule,,,,1951,6,,16,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14349,Confirmed Eruption,1,,,,Observations: Reported,,1951,9,,10,,1951,9,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14338,Confirmed Eruption,2,,"Bory, rim of Dolomieu",,Observations: Reported,,1942,10,,5,,1942,10,,25,55.708,-21.244
233020,"Fournaise, Piton de la",14339,Confirmed Eruption,2,,"SE of Dolomieu, lower Grandes Pentes",,Observations: Reported,,1943,3,?,30,,1943,5,,26,55.708,-21.244
233020,"Fournaise, Piton de la",14340,Confirmed Eruption,2,,,,Observations: Reported,,1944,4,,11,,1944,5,,1,55.708,-21.244
233020,"Fournaise, Piton de la",14341,Confirmed Eruption,2,,SE flank near Nez Coupe du Tremblet,,Observations: Reported,,1945,4,,15,,1945,5,,6,55.708,-21.244
233020,"Fournaise, Piton de la",14342,Confirmed Eruption,2,,Dolomieu crater and upper flanks,,Observations: Reported,,1946,6,,18,,1946,7,,5,55.708,-21.244
233020,"Fournaise, Piton de la",14343,Confirmed Eruption,2,,"Dolomieu, Grand Brule",,Observations: Reported,?,1947,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14332,Confirmed Eruption,2,,,,Observations: Reported,?,1935,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14333,Confirmed Eruption,0,,Near 1933 crater,,Observations: Reported,,1936,9,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14334,Confirmed Eruption,2,,"Bory, flanks of Bory and Dolomieu",,Observations: Reported,,1937,8,,13,,1937,11,,25,55.708,-21.244
233020,"Fournaise, Piton de la",14335,Confirmed Eruption,1,,,,Observations: Reported,,1938,7,,25,,1938,7,,29,55.708,-21.244
233020,"Fournaise, Piton de la",14336,Confirmed Eruption,2,,"ESE and SW flanks, Dolomieu",,Observations: Reported,,1938,12,,7,,1939,1,,15,55.708,-21.244
233020,"Fournaise, Piton de la",14337,Confirmed Eruption,1,,,,Observations: Reported,?,1941,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14326,Confirmed Eruption,2,,North flank,,Observations: Reported,,1926,9,,18,,1927,6,,15,55.708,-21.244
233020,"Fournaise, Piton de la",14327,Confirmed Eruption,2,,,,Observations: Reported,,1929,12,,23,,1929,12,,31,55.708,-21.244
233020,"Fournaise, Piton de la",14328,Confirmed Eruption,0,,,,Observations: Reported,,1930,5,,23,,1930,5,,24,55.708,-21.244
233020,"Fournaise, Piton de la",14329,Confirmed Eruption,2,,"Summit, NE flank (Crat̬re Haug)",,Observations: Reported,,1931,1,,22,,1931,8,,26,55.708,-21.244
233020,"Fournaise, Piton de la",14330,Confirmed Eruption,,,,,Observations: Reported,,1932,11,,14,,1932,11,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14331,Confirmed Eruption,2,,"Dolomieu, upper and SE flanks",,Observations: Reported,,1933,6,,7,,1934,4,,1,55.708,-21.244
233020,"Fournaise, Piton de la",14320,Confirmed Eruption,0,,NE flank (above Piton de Crac),,Observations: Reported,,1917,4,,29,,1917,4,,29,55.708,-21.244
233020,"Fournaise, Piton de la",14321,Confirmed Eruption,0,,,,Observations: Reported,,1920,6,,28,,1920,10,,18,55.708,-21.244
233020,"Fournaise, Piton de la",14322,Confirmed Eruption,2,,,,Observations: Reported,,1921,11,,27,,1921,12,,3,55.708,-21.244
233020,"Fournaise, Piton de la",14323,Confirmed Eruption,0,,,,Observations: Reported,,1924,5,,19,,1924,5,>,23,55.708,-21.244
233020,"Fournaise, Piton de la",14324,Confirmed Eruption,2,,,,Observations: Reported,,1924,9,,3,,1924,9,,13,55.708,-21.244
233020,"Fournaise, Piton de la",14325,Confirmed Eruption,2,,,,Observations: Reported,,1925,12,,30,,1926,4,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14313,Confirmed Eruption,0,,,,Observations: Reported,,1907,11,,29,,1907,12,,5,55.708,-21.244
233020,"Fournaise, Piton de la",14314,Uncertain Eruption,0,,,,,,1908,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14315,Confirmed Eruption,2,,East of Crat̬re Faujas,,Observations: Reported,,1909,4,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14316,Confirmed Eruption,2,,,,Observations: Reported,,1910,11,,16,,1910,12,,12,55.708,-21.244
233020,"Fournaise, Piton de la",14317,Confirmed Eruption,2,,,,Observations: Reported,,1913,7,,10,,1913,8,,3,55.708,-21.244
233020,"Fournaise, Piton de la",14319,Confirmed Eruption,2,,"Summit, N and NE of Crater Velain",,Observations: Reported,,1915,7,,22,,1915,11,,21,55.708,-21.244
233020,"Fournaise, Piton de la",14307,Confirmed Eruption,2,,East of Dolomieu,,Observations: Reported,,1901,2,,21,,1901,2,,25,55.708,-21.244
233020,"Fournaise, Piton de la",14308,Confirmed Eruption,2,,NE flank (above Piton de Crac),,Observations: Reported,,1901,7,,4,,1901,7,,6,55.708,-21.244
233020,"Fournaise, Piton de la",14309,Confirmed Eruption,2,,,,Observations: Reported,,1902,8,,13,,1902,8,,18,55.708,-21.244
233020,"Fournaise, Piton de la",14310,Confirmed Eruption,0,,,,Observations: Reported,?,1903,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14311,Confirmed Eruption,2,,NE flank (above Piton de Crac),,Observations: Reported,,1904,8,,19,,1904,10,,17,55.708,-21.244
233020,"Fournaise, Piton de la",14312,Confirmed Eruption,2,,,,Observations: Reported,,1905,2,,15,,1905,2,,16,55.708,-21.244
233020,"Fournaise, Piton de la",14301,Confirmed Eruption,2,,,,Observations: Reported,,1894,8,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14302,Confirmed Eruption,0,,,,Observations: Reported,,1897,1,,5,,1897,1,,24,55.708,-21.244
233020,"Fournaise, Piton de la",14303,Confirmed Eruption,2,,,,Observations: Reported,,1898,1,,14,,1898,1,,20,55.708,-21.244
233020,"Fournaise, Piton de la",14304,Confirmed Eruption,2,,,,Observations: Reported,,1898,11,,26,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14305,Confirmed Eruption,2,,,,Observations: Reported,,1899,2,,13,,1899,7,>,18,55.708,-21.244
233020,"Fournaise, Piton de la",14306,Confirmed Eruption,0,,East of Dolomieu,,Observations: Reported,,1900,5,,11,,1900,5,,30,55.708,-21.244
233020,"Fournaise, Piton de la",14295,Confirmed Eruption,,,,,Observations: Reported,,1876,12,,11,,1876,12,?,11,55.708,-21.244
233020,"Fournaise, Piton de la",14296,Confirmed Eruption,0,,,,Observations: Reported,,1878,3,,14,,1878,3,,30,55.708,-21.244
233020,"Fournaise, Piton de la",14297,Uncertain Eruption,0,,,,,,1882,0,,0,,,,,,55.708,-21.244
233020,"Fournaise, Piton de la",14298,Confirmed Eruption,0,,,,Observations: Reported,,1884,2,,4,,1884,2,,5,55.708,-21.244
