,Unnamed: 0,Volcano_Number,geo_x,geo_y,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type,Erupting,Last_Activity_Year,geometry
12,179,355040,291.45,-20.73,Irruputuncu,Stratovolcano(es),Chile-Bolivia,South America Volcanic Regions,-20.73,-68.55,5163,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,1995,POINT (-68.55 -20.73)
13,180,355107,291.946,-24.188,Pular,Stratovolcano(es),Chile,South America Volcanic Regions,-24.188,-68.054,6233,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite,True,1990,POINT (-68.054 -24.188)
14,181,355100,292.27,-23.37,Lascar,Stratovolcano(es),Chile,South America Volcanic Regions,-23.37,-67.73,5592,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,2017,POINT (-67.73 -23.37)
15,182,355130,291.459,-27.109,"Ojos del Salado, Nevados",Stratovolcano(es),Chile-Argentina,South America Volcanic Regions,-27.109,-68.541,6879,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite,True,1993,POINT (-68.541 -27.109)
16,183,355160,292.217,-24.29,Aracar,Stratovolcano(es),Argentina,South America Volcanic Regions,-24.29,-67.783,6095,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite,True,1993,POINT (-67.783 -24.29)
17,184,357010,290.203,-33.425,Tupungatito,Stratovolcano(es),Chile-Argentina,South America Volcanic Regions,-33.425,-69.797,5660,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,1987,POINT (-69.797 -33.425)
18,185,357030,289.648,-34.814,Tinguiririca,Stratovolcano(es),Chile,South America Volcanic Regions,-34.814,-70.352,4280,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,1994,POINT (-70.352 -34.814)
19,186,357040,289.432,-35.223,Planchon-Peteroa,Stratovolcano(es),Chile,South America Volcanic Regions,-35.223,-70.568,3977,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,2019,POINT (-70.568 -35.223)
20,187,357070,288.622,-36.868,"Chillan, Nevados de",Stratovolcano(es),Chile,South America Volcanic Regions,-36.868,-71.378,3180,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,2022,POINT (-71.378 -36.868)
21,188,357091,288.55,-37.92,Callaqui,Stratovolcano(es),Chile,South America Volcanic Regions,-37.92,-71.45,3164,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,1980,POINT (-71.45 -37.92)
22,189,357090,288.817,-37.856,Copahue,Stratovolcano(es),Chile-Argentina,South America Volcanic Regions,-37.856,-71.183,2953,Subduction zone / Continental crust (> 25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,True,2019,POINT (-71.183 -37.856)
23,190,357100,288.414,-38.379,Lonquimay,Stratovolcano(es),Chile,South America Volcanic Regions,-38.379,-71.586,2832,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,1990,POINT (-71.586 -38.379)
24,191,357110,288.271,-38.692,Llaima,Stratovolcano(es),Chile,South America Volcanic Regions,-38.692,-71.729,3125,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt,True,2009,POINT (-71.729 -38.692)
25,192,357120,288.07,-39.42,Villarrica,Stratovolcano(es),Chile,South America Volcanic Regions,-39.42,-71.93,2847,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt,True,2024,POINT (-71.93 -39.42)
26,193,357140,287.93,-40.35,Carran-Los Venados,Cone(s),Chile,South America Volcanic Regions,-40.35,-72.07,1114,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt,True,1979,POINT (-72.07 -40.35)
27,194,357150,287.883,-40.59,Puyehue-Cordon Caulle,Stratovolcano(es),Chile,South America Volcanic Regions,-40.59,-72.117,2236,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,2012,POINT (-72.117 -40.59)
28,195,358020,287.382,-41.33,Calbuco,Stratovolcano(es),Chile,South America Volcanic Regions,-41.33,-72.618,1974,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite,True,2015,POINT (-72.618 -41.33)
29,196,358041,287.34860000000003,-42.8349,Chaiten,Caldera,Chile,South America Volcanic Regions,-42.8349,-72.6514,1122,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite,True,2011,POINT (-72.6514 -42.8349)
30,197,358057,287.03,-45.9,"Hudson, Cerro",Stratovolcano(es),Chile,South America Volcanic Regions,-45.9,-72.97,1905,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt,True,2011,POINT (-72.97 -45.9)
31,198,358060,286.496,-49.019,Lautaro,Stratovolcano(es),Chile,South America Volcanic Regions,-49.019,-73.504,3542,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite,True,1979,POINT (-73.504 -49.019)
