,Volcano_Number,Eruption_Number,Activity_Type,ExplosivityIndexMax,StartEvidenceMethod,StartDateYear,StartDateMonth,StartDateDay,EndDateYear,EndDateMonth,EndDateDay,StartDate,EndDate
92,251050,14965,Confirmed Eruption,1,Observations: Reported,1993,11,3,1993,11,25,1993-11-03,1993-11-25
93,251070,14973,Confirmed Eruption,1,Observations: Reported,1972,10,9,1972,10,9,1972-10-09,1972-10-09
94,251070,14974,Confirmed Eruption,1,Observations: Reported,1974,10,17,1974,10,17,1974-10-17,1974-10-17
95,251070,14975,Uncertain Eruption,2,unknown,2002,8,2,2002,8,2,2002-08-02,2002-08-02
96,251070,14976,Confirmed Eruption,1,Observations: Reported,2006,10,17,2006,10,17,2006-10-17,2006-10-17
97,251070,14977,Confirmed Eruption,1,Observations: Reported,2007,5,19,2007,5,21,2007-05-19,2007-05-21
98,252010,14999,Confirmed Eruption,2,Observations: Reported,2004,1,20,2004,1,27,2004-01-20,2004-01-27
99,252010,15000,Confirmed Eruption,2,Observations: Reported,2004,11,24,2004,12,25,2004-11-24,2004-12-25
100,252010,15001,Confirmed Eruption,2,Observations: Reported,2005,4,19,2006,3,31,2005-04-19,2006-03-31
101,252010,15002,Confirmed Eruption,2,Observations: Reported,2006,8,9,2008,7,6,2006-08-09,2008-07-06
102,252010,15003,Confirmed Eruption,2,Observations: Reported,2009,9,16,2010,2,16,2009-09-16,2010-02-16
103,252010,22123,Confirmed Eruption,2,Observations: Reported,2015,10,22,2024,12,8,2015-10-22,2024-12-08
104,252010,14995,Confirmed Eruption,2,Observations: Reported,1970,5,20,1970,9,22,1970-05-20,1970-09-22
105,252010,14996,Confirmed Eruption,2,Observations: Reported,1971,1,26,1972,7,5,1971-01-26,1972-07-05
106,252010,14997,Confirmed Eruption,3,Observations: Reported,1973,2,24,2000,10,16,1973-02-24,2000-10-16
107,252010,20788,Confirmed Eruption,1,Observations: Reported,2012,12,1,2012,12,5,2012-12-01,2012-12-05
108,252010,14998,Confirmed Eruption,2,Observations: Reported,2002,5,25,2003,4,9,2002-05-25,2003-04-09
119,255020,15138,Confirmed Eruption,2,Observations: Reported,1972,7,2,1995,7,2,1972-07-02,1995-07-02
120,255020,15139,Confirmed Eruption,2,Observations: Reported,2000,2,28,2024,11,22,2000-02-28,2024-11-22
121,255020,15137,Confirmed Eruption,2,Observations: Reported,1970,5,21,1971,8,16,1970-05-21,1971-08-16
122,255060,20920,Confirmed Eruption,1,Observations: Satellite (visual),2014,1,29,2014,1,29,2014-01-29,2014-01-29
123,255060,15176,Confirmed Eruption,1,Observations: Reported,1999,2,16,1999,5,16,1999-02-16,1999-05-16
124,255060,15178,Confirmed Eruption,1,Observations: Reported,1999,11,16,2003,8,16,1999-11-16,2003-08-16
125,255060,15179,Confirmed Eruption,1,Observations: Reported,2004,3,15,2004,3,15,2004-03-15,2004-03-15
126,255060,15180,Confirmed Eruption,1,Observations: Reported,2007,4,2,2007,4,6,2007-04-02,2007-04-06
127,255060,15170,Confirmed Eruption,2,Observations: Reported,1982,4,7,1982,6,2,1982-04-07,1982-06-02
128,255060,15171,Confirmed Eruption,1,Observations: Reported,1985,12,9,1986,2,28,1985-12-09,1986-02-28
129,255060,15172,Confirmed Eruption,1,Observations: Reported,1986,7,5,1986,7,23,1986-07-05,1986-07-23
130,255060,15173,Confirmed Eruption,2,Observations: Reported,1991,5,4,1991,9,16,1991-05-04,1991-09-16
131,255060,15174,Confirmed Eruption,1,Observations: Reported,1997,1,16,1997,1,17,1997-01-16,1997-01-17
132,255060,15164,Confirmed Eruption,1,Observations: Reported,1976,8,24,1976,10,13,1976-08-24,1976-10-13
133,255060,15165,Confirmed Eruption,1,Observations: Reported,1977,2,22,1977,2,22,1977-02-22,1977-02-22
134,255060,15166,Confirmed Eruption,1,Observations: Reported,1977,7,17,1977,7,22,1977-07-17,1977-07-22
135,255060,15167,Confirmed Eruption,2,Observations: Reported,1978,6,21,1978,7,22,1978-06-21,1978-07-22
136,255060,15168,Confirmed Eruption,1,Observations: Reported,1980,10,7,1981,2,25,1980-10-07,1981-02-25
137,255060,15160,Confirmed Eruption,2,Observations: Reported,1969,10,28,1970,2,6,1969-10-28,1970-02-06
138,255060,15162,Confirmed Eruption,1,Observations: Reported,1974,11,12,1974,12,12,1974-11-12,1974-12-12
139,255060,15163,Confirmed Eruption,1,Observations: Reported,1975,8,16,1975,8,16,1975-08-16,1975-08-16
327,258001,15356,Confirmed Eruption,1,Observations: Reported,1996,2,18,1996,2,22,1996-02-18,1996-02-22
328,258010,15362,Uncertain Eruption,1,unknown,1976,11,27,1976,11,27,1976-11-27,1976-11-27
620,256010,22313,Confirmed Eruption,2,Observations: Reported,2018,12,8,2024,12,11,2018-12-08,2024-12-11
621,256010,15209,Confirmed Eruption,2,Observations: Reported,2006,2,11,2007,11,9,2006-02-11,2007-11-09
622,256010,15210,Confirmed Eruption,1,Observations: Reported,2008,9,19,2008,11,29,2008-09-19,2008-11-29
623,256010,22239,Confirmed Eruption,3,Observations: Reported,2017,10,21,2017,10,26,2017-10-21,2017-10-26
624,256010,15203,Confirmed Eruption,1,Observations: Reported,1989,8,16,1990,2,16,1989-08-16,1990-02-16
625,256010,15204,Confirmed Eruption,1,Observations: Reported,1995,7,2,1995,7,2,1995-07-02,1995-07-02
626,256010,15205,Confirmed Eruption,1,Observations: Reported,1999,5,16,1999,5,16,1999-05-16,1999-05-16
627,256010,15206,Confirmed Eruption,1,Observations: Reported,2000,2,29,2001,5,8,2000-02-29,2001-05-08
628,256010,15207,Uncertain Eruption,1,Observations: Reported,2002,4,16,2002,4,16,2002-04-16,2002-04-16
629,256010,15208,Uncertain Eruption,1,unknown,2002,11,16,2002,11,16,2002-11-16,2002-11-16
630,256010,15201,Confirmed Eruption,2,Observations: Reported,1971,9,6,1971,12,11,1971-09-06,1971-12-11
631,256010,15202,Confirmed Eruption,2,Observations: Reported,1984,6,3,1985,6,13,1984-06-03,1985-06-13
668,251002,22246,Confirmed Eruption,2,Observations: Reported,2018,1,5,2023,5,14,2018-01-05,2023-05-14
669,251020,14934,Confirmed Eruption,4,Observations: Reported,2004,10,24,2009,12,12,2004-10-24,2009-12-12
670,251020,14935,Confirmed Eruption,3,Observations: Reported,2010,8,10,2013,12,15,2010-08-10,2013-12-15
671,251020,22578,Confirmed Eruption,4,Observations: Satellite (infrared),2018,5,10,2024,12,19,2018-05-10,2024-12-19
672,251020,20956,Confirmed Eruption,4,Observations: Reported,2014,6,29,2018,1,10,2014-06-29,2018-01-10
673,251020,14928,Confirmed Eruption,2,Observations: Reported,2000,6,3,2000,6,4,2000-06-03,2000-06-04
674,251020,14929,Confirmed Eruption,2,Observations: Reported,2001,6,14,2001,6,25,2001-06-14,2001-06-25
675,251020,14930,Confirmed Eruption,3,Observations: Reported,2002,1,13,2002,5,21,2002-01-13,2002-05-21
676,251020,14931,Confirmed Eruption,2,Observations: Reported,2002,10,31,2002,10,31,2002-10-31,2002-10-31
677,251020,14932,Confirmed Eruption,1,Observations: Reported,2003,5,17,2003,5,23,2003-05-17,2003-05-23
678,251020,14933,Confirmed Eruption,1,Observations: Reported,2003,10,26,2004,3,28,2003-10-26,2004-03-28
679,251020,14927,Confirmed Eruption,3,Observations: Reported,1974,3,4,1999,11,9,1974-03-04,1999-11-09
680,251030,20778,Uncertain Eruption,3,Observations: Reported,2012,2,1,2012,2,1,2012-02-01,2012-02-01
681,251030,20779,Uncertain Eruption,3,Observations: Reported,2013,1,29,2013,3,15,2013-01-29,2013-03-15
682,251030,20910,Uncertain Eruption,1,Observations: Reported,2014,3,26,2014,3,27,2014-03-26,2014-03-27
683,251030,14946,Confirmed Eruption,2,Observations: Reported,1974,2,14,1974,8,8,1974-02-14,1974-08-08
684,251030,14947,Confirmed Eruption,2,Observations: Reported,1974,12,30,1975,6,26,1974-12-30,1975-06-26
685,251030,14948,Confirmed Eruption,2,Observations: Reported,1979,1,12,1979,8,9,1979-01-12,1979-08-09
686,251030,14949,Uncertain Eruption,1,unknown,1980,1,7,1980,1,17,1980-01-07,1980-01-17
687,251030,14951,Uncertain Eruption,1,Observations: Reported,2010,2,25,2010,2,26,2010-02-25,2010-02-26
832,252070,15007,Confirmed Eruption,2,Observations: Reported,2005,10,16,2005,11,17,2005-10-16,2005-11-17
833,252070,15008,Confirmed Eruption,1,Observations: Reported,2008,3,11,2008,3,13,2008-03-11,2008-03-13
834,252070,15009,Confirmed Eruption,2,Observations: Reported,2008,7,13,2008,10,4,2008-07-13,2008-10-04
835,252080,20805,Confirmed Eruption,2,Observations: Reported,2012,5,3,2012,7,11,2012-05-03,2012-07-11
836,252080,15028,Uncertain Eruption,1,unknown,2004,2,24,2004,2,24,2004-02-24,2004-02-24
837,252080,15029,Confirmed Eruption,1,Observations: Reported,2007,8,28,2007,8,28,2007-08-28,2007-08-28
838,252080,15027,Confirmed Eruption,3,Observations: Reported,2002,8,3,2003,3,26,2002-08-03,2003-03-26
839,252120,22285,Confirmed Eruption,1,Observations: Reported,2018,6,8,2018,6,8,2018-06-08,2018-06-08
840,252120,22286,Confirmed Eruption,2,Observations: Reported,2018,9,21,2018,10,12,2018-09-21,2018-10-12
841,252120,22319,Confirmed Eruption,4,Observations: Reported,2019,6,26,2019,10,5,2019-06-26,2019-10-05
842,252120,20833,Confirmed Eruption,1,Observations: Reported,2012,5,7,2012,5,31,2012-05-07,2012-05-31
843,252120,22225,Confirmed Eruption,1,Observations: Reported,2017,6,11,2017,11,3,2017-06-11,2017-11-03
844,252120,15073,Confirmed Eruption,2,Observations: Reported,2005,3,27,2005,8,9,2005-03-27,2005-08-09
845,252120,15074,Confirmed Eruption,2,Observations: Reported,2006,3,1,2007,1,18,2006-03-01,2007-01-18
846,252120,15075,Confirmed Eruption,2,Observations: Reported,2007,5,1,2007,5,1,2007-05-01,2007-05-01
847,252120,15076,Uncertain Eruption,1,unknown,2007,12,25,2007,12,25,2007-12-25,2007-12-25
848,252120,15077,Confirmed Eruption,2,Observations: Reported,2010,5,26,2011,5,27,2010-05-26,2011-05-27
849,252120,22171,Confirmed Eruption,1,Observations: Reported,2016,10,11,2016,11,18,2016-10-11,2016-11-18
850,252120,15063,Confirmed Eruption,4,Observations: Reported,2000,9,28,2000,11,1,2000-09-28,2000-11-01
851,252120,15064,Confirmed Eruption,3,Observations: Reported,2001,1,16,2001,5,3,2001-01-16,2001-05-03
852,252120,15065,Confirmed Eruption,2,Observations: Reported,2001,8,28,2001,8,28,2001-08-28,2001-08-28
853,252120,15066,Confirmed Eruption,2,Observations: Reported,2002,8,22,2002,11,3,2002-08-22,2002-11-03
854,252120,15071,Confirmed Eruption,2,Observations: Reported,2003,4,14,2003,10,10,2003-04-14,2003-10-10
855,252120,15072,Confirmed Eruption,2,Observations: Reported,2004,4,12,2004,4,14,2004-04-12,2004-04-14
856,252120,15057,Confirmed Eruption,1,Observations: Reported,1984,12,30,1985,1,27,1984-12-30,1985-01-27
857,252120,15058,Confirmed Eruption,3,Observations: Reported,1985,11,17,1985,11,22,1985-11-17,1985-11-22
858,252120,15059,Confirmed Eruption,2,Observations: Reported,1989,1,1,1989,12,16,1989-01-01,1989-12-16
859,252120,15060,Confirmed Eruption,2,Observations: Reported,1993,1,12,1993,1,31,1993-01-12,1993-01-31
860,252120,15061,Confirmed Eruption,1,Observations: Reported,1994,4,19,1994,6,16,1994-04-19,1994-06-16
861,252120,15062,Confirmed Eruption,1,Observations: Reported,1999,10,20,1999,10,20,1999-10-20,1999-10-20
862,252120,15051,Confirmed Eruption,3,Observations: Reported,1970,1,15,1970,2,11,1970-01-15,1970-02-11
863,252120,15052,Confirmed Eruption,2,Observations: Reported,1973,10,4,1973,10,19,1973-10-04,1973-10-19
864,252120,15053,Confirmed Eruption,3,Observations: Reported,1978,5,7,1978,5,14,1978-05-07,1978-05-14
865,252120,15054,Confirmed Eruption,3,Observations: Reported,1980,10,6,1980,10,7,1980-10-06,1980-10-07
866,252120,15055,Confirmed Eruption,1,Observations: Reported,1983,11,6,1984,3,13,1983-11-06,1984-03-13
867,252120,15056,Confirmed Eruption,1,Observations: Reported,1984,8,23,1984,9,11,1984-08-23,1984-09-11
868,252120,20834,Confirmed Eruption,1,Observations: Reported,2012,11,6,2012,12,11,2012-11-06,2012-12-11
869,252120,20835,Confirmed Eruption,1,Observations: Reported,2013,7,8,2013,12,21,2013-07-08,2013-12-21
1202,252140,20810,Confirmed Eruption,2,Observations: Reported,2011,3,29,2011,8,12,2011-03-29,2011-08-12
1203,252140,20811,Confirmed Eruption,2,Observations: Reported,2013,1,19,2014,3,11,2013-01-19,2014-03-11
1204,252140,20957,Confirmed Eruption,3,Observations: Reported,2014,7,7,2014,9,18,2014-07-07,2014-09-18
1205,252140,15096,Confirmed Eruption,4,Observations: Reported,1994,9,19,1995,4,16,1994-09-19,1995-04-16
1206,252140,15097,Confirmed Eruption,2,Observations: Reported,1995,11,28,2001,9,5,1995-11-28,2001-09-05
1207,252140,15098,Confirmed Eruption,2,Observations: Reported,2002,10,6,2004,2,17,2002-10-06,2004-02-17
1208,252140,15099,Confirmed Eruption,2,Observations: Reported,2005,1,25,2006,2,17,2005-01-25,2006-02-17
1209,252140,15100,Confirmed Eruption,4,Observations: Reported,2006,8,11,2010,1,31,2006-08-11,2010-01-31
1210,252140,15101,Confirmed Eruption,1,Observations: Reported,2010,7,23,2010,7,25,2010-07-23,2010-07-25
